-5.445814132390242035e-02,4.656888885143213308e+00,-4.322540575845503774e+00,2.256748067920205436e+00,2.063220561607701953e+01,-3.992433707060680792e-01
-1.174688721233480893e+00,2.514755818007014643e+00,7.793868899318727728e-01,1.415381581953211398e+00,7.376876468802014308e+00,9.927559724541643593e-01
3.891033382614830227e-01,-5.574993360009318444e+00,-4.488183318539037181e+00,2.100724600112518381e+00,2.851991358123643039e+01,-1.574993360009318000e+00
-1.191977701003998247e+00,9.218302357973220396e+00,-5.663003702582941612e-02,2.875553566177805997e+00,8.836323924091435345e+01,-5.602464952436411849e+00
1.002191137964164369e+00,-1.673648538487931825e-01,5.438319977415078527e-02,4.520425659158351372e-01,5.458659334672848196e-02,3.832635146151206929e+00
-7.403400839319905780e-01,-3.766060290606649374e+00,-2.318111365608944041e+00,1.996272754071633848e+00,1.456285960834291693e+01,2.339397093933505700e-01
-2.175781423055088981e-01,1.100648711072309549e+00,1.089116286624083330e+00,8.581138024604249015e-01,1.742432831836357998e+00,2.211962267255815906e+00
-5.842166754324259470e-01,2.601173167429104094e+00,1.760616979850588404e+00,1.730812894031277693e+00,6.071562183647006172e+00,1.743511172791470276e+00
8.122635750928205445e-01,-1.897734800230161767e+01,-1.279984963250662355e+00,4.148853710830390895e+00,3.529271984100512896e+02,-1.497734800230161945e+01
-9.539391868269246899e-01,1.631491918121304607e+01,-1.618446356049262747e+01,3.536798569908100820e+00,2.846173502620803788e+02,-1.346021963349633310e+01
-9.479971058255171057e-01,3.246593747523407458e+00,-1.235232101957644962e-01,1.838275989225725437e+00,1.026541215319823586e+01,8.544444893241031069e-01
4.049438486628676448e-01,-4.890368112592134331e+00,-4.676211757093675203e+00,2.352979449184066318e+00,2.517511296431656831e+01,-8.903681125921339978e-01
2.993455345476347951e-02,-7.844063850891079603e+00,7.850918841750512023e+00,3.394851060328241577e+00,7.021754608725957780e+01,-3.844063850891080047e+00
-5.040327845214682689e-01,4.191982305698670253e+00,-3.859111981917771494e+00,2.004056583448552420e+00,1.799931945065107541e+01,-3.066408065673145722e-01
7.065381880720287278e-01,1.204712254225044354e+01,-3.414336647987273210e+00,3.248099190388310742e+00,1.512066885541517536e+02,-8.567243086485072823e+00
1.111643029067501010e+00,9.764135430473033228e-01,7.206398202709466405e-01,1.130064392999376777e+00,7.509843390544221897e-01,3.662912053372252341e+00
-1.096537018541374087e+00,-4.226797022494845457e+00,-2.942927519969281036e+00,1.615320809737256669e+00,1.465417128893097320e+01,-2.267970224948454017e-01
1.048899572168031646e+00,-5.964922865864371815e+00,-1.361972699548711807e+00,2.535870274984554307e+00,3.659094296107941346e+01,-1.964922865864371815e+00
9.032824985975136389e-01,-1.893537286135975961e+01,-3.009001100695654074e-01,4.243700026318711238e+00,3.548004914018546856e+02,-1.493537286135976139e+01
-6.221035942281698539e-01,-4.161133842776673752e+00,-3.432558577077105433e+00,1.973200471679076307e+00,1.681893870764794841e+01,-1.611338427766736137e-01
-1.556477950566990676e-01,-2.453203078010566429e+01,-2.251583703653713187e+01,4.339381318203495930e+00,5.742429204228025128e+02,-2.053203078010566429e+01
-6.616026290970129509e-01,3.750668741275122287e+00,-8.095281705350197976e-01,2.148069537906235116e+00,1.228419475945661787e+01,8.232659312135365282e-01
-3.873097349434240222e-02,3.095950534074075833e+00,2.320447091426981245e+00,2.246239716109345252e+00,6.449803973459877326e+00,2.299186944180282133e+00
-4.712467118790260590e-01,-8.336174583411565919e+00,7.514234347991311402e+00,2.796142964416090670e+00,6.812599734793852235e+01,-4.336174583411566807e+00
8.589464247965297172e-01,5.571336632848842285e+00,-3.891460037258358984e+00,3.014771174163508594e+00,2.322985863176979038e+01,1.076442946501177111e-01
-1.446707032411993277e+00,-9.967177355254628779e+00,-1.320496214303603866e+00,2.633956860837944447e+00,9.010881490932102622e+01,-5.967177355254627891e+00
1.227306337145778636e+00,-1.269775216619085256e+01,6.174008774496354768e+00,3.943241556485750809e+00,1.701436811347952300e+02,-8.697752166190852563e+00
1.579574700833066558e-01,4.870730127945261501e+00,-4.776011008975913796e+00,2.227277750804289802e+00,2.349512780502609743e+01,-8.182048302831257391e-01
-8.017209257446400450e-02,6.883623717741320647e+00,6.137938540923959962e+00,2.202910710348175982e+00,5.426065297599318882e+01,-3.918844070049652739e+00
-5.922422916634859646e-01,1.435812007423978187e+01,1.313834923289032197e+01,3.622948868986235027e+00,2.114982483092468328e+02,-1.074099935929457672e+01
9.458557779615075489e-01,-6.823987556595735526e+00,5.111408069331165649e+00,2.880106184879435371e+00,4.991466428093009000e+01,-2.823987556595735526e+00
4.801028271635250366e-01,1.253226804495255919e+01,4.671024666810717818e+00,3.162539967012358844e+00,1.678155100701273170e+02,-9.410325406825847949e+00
-2.825337047458240658e-01,1.768152921958844548e+00,1.715740947266443106e+00,1.302317410593982761e+00,3.239250646355140262e+00,2.144340638737123772e+00
-3.991433224247201705e-01,-2.431497362039027887e+00,9.441900083609686689e-01,2.333577958868934488e+00,9.748632546797580289e+00,1.568502637960972113e+00
-2.575433811401946493e-01,-8.100900085606625112e+00,6.216011697145022552e+00,2.082631958246684345e+00,5.490621557925845053e+01,-4.100900085606624224e+00
9.645771958457696194e-01,5.788594594595703136e+00,-3.349563818272573545e+00,2.555918916881231961e+00,3.153705465074680347e+01,-1.409142420281882080e+00
1.074897543358666718e+00,6.464393514005473129e+00,7.249775644000764352e-01,2.606746469251325582e+00,4.084032316167911603e+01,-2.304366768653639763e+00
1.012088870055885659e+00,6.287186325384337415e+00,-3.883630024094031352e-02,2.517129724326291118e+00,3.938855609208762587e+01,-2.262942637826989234e+00
-8.405573101443291062e-01,-2.657059818001906493e+00,1.159627598072958010e+00,1.731672457087592987e+00,7.557910495849290200e+00,1.342940181998093507e+00
-7.212962638349675881e-01,1.015146790047145053e+01,-6.066983597483943669e+00,3.246689579598946107e+00,1.016705883639623096e+02,-6.007772216348511662e+00
5.913372030245992450e-01,1.159127897302738930e+01,-1.049883935942078317e+01,3.658752139997216268e+00,1.278309584173212983e+02,-6.994797969696030293e+00
8.404478319663020169e-01,-1.817628214544127374e+01,-1.079356868849666817e+01,4.304094284160366435e+00,3.317402803920297174e+02,-1.417628214544127374e+01
-6.132111711036808410e-01,-9.316354378269913639e+00,-2.016322380633687406e+00,3.466318704774074444e+00,9.391530840097595956e+01,-5.316354378269914527e+00
1.069537508836001738e+00,-5.422283048680609951e+00,-3.002348606930496988e+00,2.631968256087211966e+00,3.242798572215941277e+01,-1.422283048680609951e+00
5.374508905475388065e-01,1.247699654486540410e+01,3.665402340338905329e+00,3.178807843238376840e+00,1.656945714670588359e+02,-9.299409564350145985e+00
7.394664559012960048e-01,-6.356619225378818960e+00,-1.293394658421663124e+00,2.226294098688722745e+00,3.709726808617666904e+01,-2.356619225378818516e+00
3.575567584057903203e-01,5.084941329286301936e+00,-4.726040271327585529e+00,2.194946295688693816e+00,2.656916805110171609e+01,-1.239054964538662151e+00
9.094493024589020980e-01,-6.755023813406579869e+00,3.333375473000729450e+00,2.641151520411871623e+00,4.614412219984251351e+01,-2.755023813406579869e+00
2.378137656335077010e-01,-1.213555344441321537e+01,-9.235054384429323804e+00,3.001781763043850138e+00,1.368125073877868090e+02,-8.135553444413215374e+00
5.618480626416908486e-01,-4.705037708755918091e-01,-4.365292815856661734e-01,-2.562474309354525470e-01,-4.365290864996856923e-01,3.529496229124408302e+00
-1.540693033958776770e+00,2.387720134097393920e+00,9.683933724096593920e-03,1.157232722359543775e+00,8.126704859304062722e+00,4.932396815031993009e-01
1.055380536591699503e+00,-1.212504056659476781e+01,-3.872195724270675932e+00,3.607663963942846941e+00,1.498017981835347712e+02,-8.125040566594767810e+00
-2.163418184304978786e-01,-1.787138071709406750e+00,1.339184848384087134e+00,1.026319645307495199e+00,2.219590579304192346e+00,2.212861928290593472e+00
2.736379991960550817e-01,-1.092240512596450586e+01,-1.086661849443411221e+01,3.504537474135309250e+00,1.232923246145777938e+02,-6.922405125964504968e+00
8.950255203236745505e-01,-4.832675031981368718e+00,-4.143345691612195125e+00,2.686132286076789999e+00,2.776798222537740202e+01,-8.326750319813682744e-01
-1.633811090310865133e+00,-3.952756619708867269e+00,-1.186718800839279719e+00,1.170893665660997174e+00,1.027935346311172893e+01,4.724338029113273052e-02
5.799320951158475346e-01,1.381465096211480414e+01,1.239766111854284425e+01,3.835065304584574175e+00,1.872232280796754367e+02,-9.541265043029895310e+00
